acctnum	gender	state	zip
13332	F	MD	20902
13333	M	NY	11563
13334	M	PA	17032
13335	M	NJ	07601
13336	M	NJ	08085
13337	F	PA	19004
13338	F	NY	10034
13339	M	PA	15697
13340	F	MD	20902
13341	M	NY	14224
13342	F	PA	19149
13343	M	MA	02664
13344	M	NY	11735
13345	F	NY	11236
13346	M	NY	10028
13347	F	NY	11230
13348	F	NJ	08879
13349	M	NJ	07008
13350	M	NY	10016
13351	F	ME	04090
13352	M	DC	20012
13353	M	NY	11968
13354	F	PA	19004
13355	F	NJ	07920
13356	M	PA	18509
13357	M	MA	02645
13358	F	CT	06811
13359	M	NY	10467
13360	M	NY	13212
13361	F	MA	02171
13362	M	NY	10605
13363	F	PA	19382
13364	M	NJ	07666
13365	F	NJ	07822
13366	F	PA	16059
13367	F	NY	12430
13368	F	PA	18901
13369	M	PA	19038
13370	F	MD	20715
13371	F	PA	19530
13372	F	MD	21209
13373	M	PA	19606
13374	F	NJ	08003
13375	F	PA	19147
13376	F	NJ	08750
13377	M	CT	06489
13378	F	NJ	07208
13379	F	MD	21222
13380	F	NY	11747
13381	M	PA	19010
13382	F	NY	11787
13383	F	PA	15650
13384	M	MA	02169
13385	F	MD	21015
13386	M	MD	21227
13387	F	PA	18966
13388	F	NY	11758
13389	M	NY	10573
13390	F	PA	19090
13391	F	NY	10801
13392	M	CT	06831
13393	F	PA	15228
13394	F	NY	11703
13395	F	MD	21045
13396	F	NY	10314
13397	F	NY	10032
13398	F	NY	11724
13399	M	NY	11235
13400	M	MD	21048
13401	F	MD	20616
13402	F	MA	02780
13403	F	MD	20817
13404	F	PA	19006
13405	F	MD	20746
13406	M	NY	10009
13407	F	NJ	07083
13408	F	NJ	07020
13409	M	NY	11235
13410	M	NJ	08046
13411	F	PA	19087
13412	M	NY	11561
13413	F	NY	10016
13414	M	NJ	07661
13415	M	MA	01570
13416	F	MD	21236
13417	F	NJ	08332
13418	F	NY	11429
13419	M	PA	15301
13420	M	NY	12203
13421	F	NJ	07054
13422	M	CT	06385
13423	F	ME	04103
13424	F	PA	15315
13425	M	PA	15601
13426	F	NY	13903
13427	F	NJ	08518
13428	F	PA	18414
13429	F	PA	19056
13430	F	MD	20772
13431	M	NY	11710
13432	F	PA	19056
13433	M	MD	21046
13434	M	NJ	08240
13435	F	PA	18901
13436	M	CT	06074
13437	M	NJ	08721
13438	F	NY	11378
13439	F	NY	10528
13440	F	NH	03087
13441	M	NJ	07078
13442	F	NY	10548
13443	F	CT	06811
13444	F	NY	11355
13445	F	PA	19003
13446	F	PA	17109
13447	F	NY	11235
13448	F	PA	19008
13449	F	NJ	08033
13450	F	NY	11226
13451	F	MA	02641
13452	M	MD	20852
13453	F	NJ	07202
13454	F	PA	15102
13455	M	MD	20715
13456	M	PA	18966
13457	F	NY	11783
13458	M	NY	11373
13459	M	NJ	07016
13460	M	MA	01748
13461	F	NY	11563
13462	F	MA	01701
13463	F	MA	02120
13464	F	PA	19464
13465	F	NY	11714
13466	M	NY	11706
13467	F	NH	03811
13468	F	MA	02178
13469	F	NY	10466
13470	F	NY	10458
13471	F	NJ	08510
13472	F	NJ	07044
13473	M	NJ	08002
13474	M	ME	04441
13475	F	PA	15091
13476	M	MA	01701
13477	M	PA	19149
13478	M	NY	10308
13479	F	NY	10310
13480	M	NY	11778
13481	F	MD	21237
13482	F	NY	11020
13483	F	NJ	07083
13484	F	NJ	07024
13485	M	NY	12309
13486	M	NJ	07083
13487	M	MA	01945
13488	M	PA	16441
13489	F	NY	10530
13490	M	MA	02026
13491	M	CT	06118
13492	F	PA	18947
13493	F	RI	02893
13494	F	NJ	08247
13495	F	NJ	07821
13496	M	NH	03102
13497	M	NY	14850
13498	F	CT	06082
13499	M	NY	14830
13500	M	NY	10536
13501	M	NY	11746
13502	M	PA	19015
13503	F	NJ	08201
13504	F	PA	19317
13505	F	NJ	08850
13506	F	NY	10573
13507	F	DE	19713
13508	M	NY	10607
13509	F	PA	19111
13510	M	MA	01844
13511	F	NY	11735
13512	M	NY	10028
13513	M	NJ	08055
13514	F	NJ	08401
13515	M	NY	11710
13516	F	NJ	07701
13517	F	MD	20817
13518	M	PA	18643
13519	F	CT	06410
13520	M	CT	06039
13521	M	NY	11763
13522	F	NY	11706
13523	M	PA	19067
13524	F	NY	10801
13525	F	NY	10475
13526	F	MA	02364
13527	M	NJ	08009
13528	F	MA	02210
13529	M	NY	11787
13530	F	NY	11550
13531	F	PA	19146
13532	M	NJ	07470
13533	F	NY	10010
13534	F	NY	10940
13535	F	NY	11354
13536	M	NY	10801
13537	F	NY	11778
13538	M	NY	10709
13539	F	NJ	08078
13540	F	NJ	07070
13541	F	PA	17403
13542	M	NJ	07748
13543	M	MA	02167
13544	F	PA	19131
13545	F	NJ	07924
13546	F	NY	11542
13547	F	NJ	08054
13548	F	NJ	07076
13549	F	NJ	07470
13550	M	NJ	07063
13551	F	NH	03110
13552	M	PA	18504
13553	F	PA	18901
13554	M	NJ	07702
13555	F	NY	11758
13556	F	NY	11743
13557	F	NY	10462
13558	F	ME	04332
13559	F	NY	11721
13560	M	NY	11566
13561	M	NY	10034
13562	F	NY	10024
13563	F	NJ	07461
13564	M	MD	20906
13565	F	NY	10954
13566	F	PA	19348
13567	M	NJ	07712
13568	F	NJ	08638
13569	F	MA	01453
13570	F	NJ	07643
13571	F	ME	04106
13572	M	NY	11710
13573	F	NY	11725
13574	M	NJ	07648
13575	F	NJ	07407
13576	F	MA	02119
13577	F	PA	18603
13578	F	NY	11577
13579	F	NJ	08550
13580	F	NY	11694
13581	F	NY	11416
13582	F	NJ	07081
13583	M	CT	06480
13584	F	NJ	07652
13585	F	NJ	08807
13586	F	NJ	07871
13587	F	PA	19115
13588	F	NJ	08752
13589	F	NJ	08260
13590	F	MA	01913
13591	M	MA	02631
13592	F	NJ	08215
13593	F	NJ	08757
13594	F	CT	06010
13595	M	NJ	08053
13596	M	MA	02370
13597	F	NY	11772
13598	F	MA	02338
13599	M	MA	01945
13600	F	NJ	08723
13601	M	NJ	08865
13602	M	NY	10704
13603	M	NY	10454
13604	F	NY	11756
13605	M	NJ	07701
13606	F	NY	12110
13607	F	MD	20759
13608	F	PA	19403
13609	F	NY	11710
13610	F	MA	02181
13611	F	NJ	08872
13612	M	NY	10021
13613	F	NJ	07481
13614	F	NJ	07920
13615	M	NJ	08054
13616	M	MD	20721
13617	F	MA	02669
13618	M	NJ	07461
13619	F	MA	01085
13620	M	NY	11968
13621	F	NJ	08033
13622	M	MD	20853
13623	M	PA	18925
13624	M	NJ	08512
13625	F	CT	06033
13626	M	MA	01940
13627	F	NJ	07094
13628	F	NY	14072
13629	F	CT	06455
13630	F	CT	06517
13631	F	PA	16506
13632	F	MD	21085
13633	M	PA	19002
13634	F	PA	19018
13635	F	NY	11040
13636	F	MA	01027
13637	F	PA	18081
13638	F	NJ	07631
13639	F	PA	15370
13640	F	NY	11357
13641	F	NY	11412
13642	F	PA	19454
13643	F	NJ	07656
13644	M	NY	11795
13645	F	NY	11577
13646	M	NY	11944
13647	F	PA	19006
13648	F	MD	21044
13649	M	MA	02726
13650	F	NJ	08053
13651	F	PA	19135
13652	M	NJ	07036
13653	F	NJ	08755
13654	M	NY	10551
13655	M	NY	14086
13656	F	PA	19014
13657	F	NY	11040
13658	M	NJ	07704
13659	M	MD	21085
13660	F	NJ	07740
13661	F	NY	11385
13662	M	NY	11021
13663	M	NY	11429
13664	M	NY	11024
13665	F	MD	21084
13666	F	MD	21213
13667	F	NY	11236
13668	F	NY	11220
13669	F	NY	11418
13670	F	NY	11572
13671	M	NJ	08721
13672	F	MD	20601
13673	F	NJ	08096
13674	F	NY	14895
13675	M	PA	19126
13676	F	NJ	08750
13677	F	PA	16823
13678	M	VT	05701
13679	M	MA	01748
13680	F	MA	02081
13681	M	CT	06082
13682	F	PA	19462
13683	F	NY	10704
13684	F	NJ	07016
13685	F	MA	01913
13686	F	NJ	08753
13687	F	MA	02151
13688	F	NY	11590
13689	F	NY	11231
13690	F	MD	21093
13691	M	NY	10036
13692	M	NY	10589
13693	F	NJ	07083
13694	F	PA	19087
13695	F	PA	19114
13696	M	PA	19125
13697	M	NY	14221
13698	M	NJ	08203
13699	F	NY	10011
13700	F	PA	15122
13701	F	PA	19128
13702	F	NJ	08031
13703	F	PA	15003
13704	M	NJ	08043
13705	F	NY	11949
13706	F	NY	11542
13707	M	CT	06085
13708	F	NJ	07642
13709	M	MA	02745
13710	M	MD	21093
13711	F	PA	19380
13712	F	NJ	07092
13713	F	CT	06610
13714	F	NJ	08016
13715	M	CT	06457
13716	F	NY	12804
13717	M	PA	19148
13718	F	NJ	07013
13719	F	PA	19002
13720	F	NY	11357
13721	M	DC	20016
13722	F	NJ	08865
13723	F	NY	12603
13724	M	NJ	07660
13725	F	NY	11952
13726	M	NJ	07940
13727	F	PA	19121
13728	F	MA	01867
13729	F	NJ	07746
13730	F	NJ	07035
13731	F	ME	04901
13732	F	NJ	08088
13733	F	NY	10017
13734	F	NJ	08807
13735	F	MD	20854
13736	F	NY	11365
13737	F	MD	21114
13738	M	NY	11779
13739	F	NY	11901
13740	F	NJ	07876
13741	F	NJ	07055
13742	M	CT	06812
13743	F	PA	19074
13744	F	NJ	07034
13745	F	PA	19335
13746	F	NY	11780
13747	F	CT	06071
13748	F	CT	06903
13749	M	NY	14801
13750	F	PA	15234
13751	F	MA	01581
13752	F	CT	06022
13753	F	NJ	08505
13754	F	NJ	08520
13755	F	NY	11741
13756	F	NJ	07845
13757	F	DE	19802
13758	M	NY	11793
13759	M	NJ	07430
13760	M	DE	19968
13761	M	MA	02554
13762	F	NJ	08755
13763	F	MA	02151
13764	F	PA	19076
13765	F	NJ	08863
13766	M	MD	20904
13767	M	MD	20613
13768	F	NJ	07746
13769	F	MA	01890
13770	F	PA	19064
13771	F	PA	19053
13772	M	DE	19711
13773	F	NY	11758
13774	M	NY	11554
13775	F	NJ	07701
13776	F	NY	11709
13777	F	MD	21084
13778	F	NY	12186
13779	F	NJ	08089
13780	F	PA	19131
13781	F	PA	19422
13782	F	NY	11416
13783	F	NJ	08751
13784	F	NJ	08901
13785	F	PA	16506
13786	F	MA	01960
13787	M	ME	04211
13788	M	NY	11754
13789	F	NJ	07060
13790	M	NY	10989
13791	F	PA	18504
13792	M	MA	02160
13793	M	PA	19066
13794	F	PA	19446
13795	F	NH	03060
13796	F	NJ	08753
13797	M	MA	01453
13798	M	CT	06063
13799	F	PA	19103
13800	F	MD	21133
13801	M	NJ	08731
13802	M	DC	20011
13803	F	NJ	07083
13804	F	PA	19064
13805	F	PA	17363
13806	M	NJ	07052
13807	F	CT	06783
13808	F	PA	16828
13809	F	NJ	08857
13810	F	NY	13219
13811	M	MA	02339
13812	F	NY	11747
13813	F	PA	17109
13814	F	NY	14031
13815	M	PA	19403
13816	F	NJ	07928
13817	F	MD	21014
13818	M	NJ	07901
13819	F	MA	01844
13820	M	NY	11702
13821	F	MD	21108
13822	M	NY	11238
13823	M	NY	11209
13824	F	CT	06477
13825	F	PA	15207
13826	F	NY	10805
13827	M	NY	10021
13828	F	MD	21093
13829	M	NY	11357
13830	F	NY	11768
13831	F	MA	02601
13832	F	NY	10019
13833	F	NY	13033
13834	F	NY	10701
13835	F	PA	18944
13836	M	MD	21044
13837	F	NY	10021
13838	M	MA	02367
13839	F	NJ	07092
13840	F	NY	11379
13841	F	NJ	07470
13842	F	NY	11741
13843	M	PA	15205
13844	F	NJ	07440
13845	F	NY	11520
13846	M	MA	01944
13847	F	NY	14086
13848	F	MD	20815
13849	F	NY	14220
13850	F	NJ	08052
13851	M	NY	12401
13852	F	PA	17701
13853	F	NJ	07416
13854	F	DE	19810
13855	F	MD	21236
13856	F	NY	11756
13857	M	NH	03862
13858	F	NY	10505
13859	M	CT	06831
13860	M	NJ	08857
13861	M	PA	17042
13862	F	NJ	07470
13863	M	NJ	08735
13864	F	RI	02816
13865	M	MA	02151
13866	M	PA	18512
13867	F	NY	11754
13868	M	PA	17011
13869	F	NJ	07470
13870	M	NH	03053
13871	F	MA	01085
13872	F	NY	10962
13873	F	PA	19607
13874	F	NJ	08757
13875	F	NY	11795
13876	M	MD	20901
13877	M	DE	19711
13878	F	PA	19025
13879	F	NY	10016
13880	F	DE	19720
13881	M	NJ	07083
13882	F	NY	10010
13883	F	NJ	08869
13884	M	NY	10019
13885	M	MD	21144
13886	F	MA	02631
13887	F	NY	10312
13888	F	PA	19115
13889	F	NJ	08735
13890	M	PA	19153
13891	F	NJ	08402
13892	M	NJ	07043
13893	M	NY	11510
13894	F	CT	06111
13895	M	CT	06016
13896	F	MA	01970
13897	F	NY	10304
13898	F	CT	06475
13899	M	NY	10901
13900	F	PA	15202
13901	F	NY	10589
13902	M	NY	11542
13903	F	NY	11355
13904	F	NY	11203
13905	F	NY	12524
13906	F	NY	14004
13907	F	NY	10709
13908	M	MA	01821
13909	F	NY	10552
13910	F	PA	19111
13911	M	NY	13140
13912	M	ME	04090
13913	F	NY	10520
13914	F	NJ	07869
13915	F	NY	10023
13916	M	NY	13206
13917	M	PA	16506
13918	F	PA	15202
13919	M	NJ	07075
13920	F	CT	06067
13921	F	NY	11219
13922	M	NY	11953
13923	M	NJ	07417
13924	F	NJ	07006
13925	M	NY	10012
13926	F	PA	18062
13927	M	PA	18052
13928	F	NY	11778
13929	F	MA	01238
13930	F	NY	11803
13931	F	MA	01940
13932	F	NY	10583
13933	F	NY	13104
13934	F	NY	11710
13935	F	NY	14228
13936	F	PA	19382
13937	M	NY	11003
13938	F	NJ	08527
13939	F	ME	04281
13940	F	ME	04543
13941	F	PA	17013
13942	M	DE	19803
13943	F	NJ	07733
13944	F	NY	11753
13945	F	NJ	08518
13946	M	DE	19707
13947	F	MD	21225
13948	F	PA	19075
13949	F	NY	11705
13950	M	PA	17109
13951	F	NJ	07075
13952	M	NJ	07621
13953	F	NJ	08618
13954	F	PA	19406
13955	F	PA	18018
13956	M	NJ	07066
13957	M	NJ	08322
13958	F	MD	21208
13959	F	NY	11753
13960	F	MA	02343
13961	F	PA	18062
13962	F	NJ	07753
13963	M	PA	15147
13964	F	NY	12538
13965	F	NY	10530
13966	F	MD	21225
13967	M	NY	14224
13968	F	NY	12586
13969	F	CT	06762
13970	F	PA	19026
13971	M	PA	16404
13972	F	NY	10705
13973	F	NY	10598
13974	F	MA	02174
13975	M	MA	02150
13976	F	NY	11530
13977	F	NY	11783
13978	M	NY	12123
13979	F	MA	02169
13980	M	NJ	08107
13981	F	CT	06484
13982	F	PA	19135
13983	M	NY	11377
13984	F	NY	10578
13985	M	MA	01440
13986	F	NY	12309
13987	F	RI	02906
13988	F	NY	11709
13989	F	NY	11209
13990	M	NY	11530
13991	M	NJ	07760
13992	M	NJ	07670
13993	M	PA	16506
13994	F	NY	14534
13995	M	MA	01803
13996	F	NJ	07013
13997	M	PA	19078
13998	F	PA	15052
13999	F	NJ	08223
14000	F	NY	11101
14001	F	NY	10023
14002	M	MD	21212
14003	F	NY	12533
14004	F	NJ	07023
14005	M	PA	19082
14006	F	MA	01827
14007	F	NY	10022
14008	F	NJ	08401
14009	M	PA	19057
14010	F	NJ	08080
14011	F	PA	17109
14012	M	NY	10704
14013	M	NY	10552
14014	F	NY	10504
14015	M	NY	11212
14016	M	NH	03053
14017	F	MD	21015
14018	F	PA	15522
14019	M	NY	11375
14020	M	PA	19096
14021	F	NJ	08094
14022	M	MD	21117
14023	F	NY	11369
14024	M	NY	11208
14025	M	DE	19810
14026	F	NY	11563
14027	F	NY	10523
14028	F	MA	01880
14029	M	NJ	07405
14030	M	NY	11428
14031	M	NJ	08854
14032	F	PA	17023
14033	F	NY	10314
14034	F	NJ	07936
14035	M	PA	18960
14036	M	NJ	08035
14037	F	NJ	08753
14038	F	MA	01746
14039	F	MA	02139
14040	M	PA	19382
14041	F	NJ	07607
14042	F	MA	02368
14043	F	MA	02169
14044	M	CT	06512
14045	F	PA	15658
14046	M	NY	13731
14047	F	MA	01453
14048	F	NY	11561
14049	F	NJ	08869
14050	F	NY	11777
14051	F	NY	11565
14052	M	NY	11220
14053	F	NJ	08202
14054	F	MD	20816
14055	M	NY	10456
14056	F	PA	19090
14057	F	NY	11360
14058	M	CT	06877
14059	F	MD	20715
14060	F	MD	21216
14061	F	PA	18944
14062	M	PA	18438
14063	F	NY	10922
14064	F	MD	21014
14065	F	MA	01501
14066	F	NY	13104
14067	M	PA	19018
14068	F	MD	21208
14069	F	NY	14225
14070	M	NY	11375
14071	F	NY	11762
14072	M	NY	10990
14073	F	NY	11795
14074	F	NY	11803
14075	F	NJ	07110
14076	F	NY	11729
14077	F	MA	01803
14078	M	MA	01109
14079	F	MD	21225
14080	M	NJ	07727
14081	F	NY	12590
14082	F	MD	20910
14083	F	NY	11520
14084	F	PA	19149
14085	M	NY	10472
14086	F	NY	10805
14087	F	ME	04660
14088	F	MA	01451
14089	M	PA	19119
14090	F	MD	21014
14091	M	NY	14534
14092	F	CT	06477
14093	M	NJ	07003
14094	M	NJ	07003
14095	F	NJ	07040
14096	F	PA	19103
14097	F	NY	11238
14098	F	MA	02790
14099	F	NJ	07446
14100	F	MD	21229
14101	F	MD	21146
14102	M	NY	11216
14103	M	NY	10986
14104	M	MA	02148
14105	F	NY	11756
14106	F	PA	17602
14107	M	NJ	07079
14108	F	NY	11554
14109	F	MD	21237
14110	F	CT	06525
14111	F	NJ	08857
14112	F	NY	10526
14113	M	PA	17109
14114	M	NJ	08028
14115	F	DE	19958
14116	F	NH	03275
14117	F	ME	03910
14118	F	NY	11769
14119	M	NJ	07076
14120	F	NY	11362
14121	F	PA	15044
14122	M	CT	06410
14123	F	RI	02895
14124	M	NJ	07726
14125	F	NJ	07728
14126	F	NY	12528
14127	F	NY	11746
14128	F	NY	10468
14129	F	MA	01020
14130	M	DE	19803
14131	M	NY	10576
14132	F	NY	14222
14133	F	NJ	08753
14134	F	NY	11769
14135	F	NY	11374
14136	M	NY	11530
14137	M	NH	03275
14138	F	NJ	08055
14139	M	NJ	07727
14140	F	NY	11558
14141	F	VT	05075
14142	F	MA	02402
14143	M	NY	10510
14144	F	MA	01262
14145	M	NY	10504
14146	F	NJ	07462
14147	M	NY	11579
14148	F	NY	12167
14149	M	CT	06385
14150	F	PA	15909
14151	M	NY	11779
14152	F	PA	19355
14153	M	NY	12025
14154	F	RI	02879
14155	M	NY	12078
14156	F	MD	20895
14157	F	NY	10462
14158	F	MA	02131
14159	M	PA	17032
14160	F	NY	11746
14161	M	NY	11714
14162	F	NY	11375
14163	F	NY	11580
14164	M	MA	02116
14165	F	ME	04937
14166	F	NJ	07648
14167	F	NJ	07604
14168	F	PA	19111
14169	M	NJ	07202
14170	M	NY	10954
14171	F	NJ	08831
14172	F	CT	06477
14173	F	NY	11596
14174	M	NY	10025
14175	F	PA	18634
14176	F	MD	21015
14177	F	PA	17901
14178	F	PA	19149
14179	F	MD	20852
14180	M	MA	01020
14181	F	NY	10703
14182	M	NY	10502
14183	M	NY	10467
14184	F	NJ	07843
14185	F	ME	04032
14186	F	PA	19015
14187	F	NJ	07920
14188	M	PA	16254
14189	M	NH	03060
14190	F	PA	19114
14191	F	PA	19342
14192	F	PA	15005
14193	M	PA	19150
14194	M	NY	11746
14195	F	MD	20817
14196	F	PA	16201
14197	F	NY	10579
14198	M	NJ	08723
14199	F	NY	10583
14200	M	NJ	08701
14201	M	CT	06067
14202	M	CT	06795
14203	F	MD	21131
14204	F	MD	21012
14205	M	NJ	08109
14206	F	MA	02536
14207	M	NY	11236
14208	M	MA	02026
14209	M	PA	19152
14210	M	NY	11207
14211	F	CT	06385
14212	M	MA	02718
14213	F	NY	10024
14214	F	MD	21047
14215	M	MD	21130
14216	F	NY	11784
14217	M	PA	19115
14218	F	PA	17603
14219	F	MA	01002
14220	F	NY	11746
14221	F	NJ	07646
14222	F	NJ	08830
14223	F	PA	19382
14224	F	NY	11701
14225	F	CT	06053
14226	F	MA	01801
14227	F	CT	06026
14228	F	NY	11411
14229	F	NJ	08059
14230	M	NY	13413
14231	F	MD	20754
14232	F	DE	19808
14233	M	NJ	07055
14234	F	PA	19605
14235	F	NY	10451
14236	F	MD	21213
14237	F	PA	19607
14238	M	NY	11769
14239	F	NJ	08701
14240	F	PA	18370
14241	F	MD	21227
14242	F	PA	19026
14243	F	PA	15401
14244	F	NY	14622
14245	F	CT	06219
14246	M	DE	19707
14247	F	MA	02146
14248	F	MA	01420
14249	F	MD	21228
14250	M	NJ	08879
14251	M	DC	20011
14252	M	PA	19130
14253	F	NY	11783
14254	M	NJ	07850
14255	F	NY	11758
14256	M	NY	13493
14257	F	NY	11433
14258	F	NY	11365
14259	F	NY	10566
14260	F	CT	06067
14261	M	NJ	08859
14262	F	PA	19004
14263	F	CT	06111
14264	F	CT	06268
14265	F	NY	11563
14266	F	NY	10475
14267	F	NY	11956
14268	M	NJ	08088
14269	M	NJ	07701
14270	F	NY	10031
14271	M	NJ	07675
14272	F	MA	01105
14273	M	NJ	07960
14274	M	NJ	08904
14275	M	NJ	07670
14276	F	NJ	07410
14277	F	NY	11735
14278	M	NJ	07730
14279	F	NJ	08077
14280	F	ME	04347
14281	M	NJ	08080
14282	M	MA	02154
14283	F	PA	18052
14284	F	NY	10023
14285	M	PA	17325
14286	M	NJ	08759
14287	M	NY	10950
14288	F	MA	01906
14289	F	NY	10704
14290	M	MD	21122
14291	F	NY	10314
14292	M	MD	21045
14293	F	NJ	07866
14294	F	NJ	07746
14295	F	NY	11364
14296	M	PA	16415
14297	F	NJ	08055
14298	F	NY	11937
14299	F	MA	02131
14300	F	NY	14150
14301	F	NY	11223
14302	F	NY	11236
14303	F	MA	02180
14304	F	NJ	08093
14305	M	NY	11757
14306	M	PA	19006
14307	F	NJ	07502
14308	F	MA	01201
14309	M	PA	15025
14310	F	MD	20815
14311	F	NY	10466
14312	F	NJ	08755
14313	M	NY	11433
14314	M	NJ	07043
14315	F	MA	01020
14316	F	NY	10469
14317	F	CT	06062
14318	F	NJ	08512
14319	F	NJ	07508
14320	F	NY	10530
14321	F	DE	19963
14322	F	PA	17601
14323	F	PA	19114
14324	F	NH	03819
14325	F	NJ	07838
14326	F	NY	11104
14327	F	MD	20904
14328	F	MA	02154
14329	M	NY	14450
14330	M	PA	15022
14331	F	NY	11021
14332	F	NJ	07013
14333	M	PA	16001
14334	F	PA	19012
14335	F	PA	15601
14336	F	NY	11010
14337	F	DC	20007
14338	M	DC	20016
14339	F	DC	20016
14340	F	NY	11706
14341	F	MD	20783
14342	F	NJ	08240
14343	F	CT	06492
14344	F	NJ	08016
14345	F	NY	11206
14346	M	MA	02136
14347	M	NY	11762
14348	M	PA	19095
14349	M	NJ	08833
14350	M	PA	19335
14351	M	NY	10533
14352	M	MA	01845
14353	F	NY	10475
14354	F	NY	10701
14355	M	NY	11804
14356	F	NJ	07044
14357	F	PA	19115
14358	F	NY	11727
14359	F	CT	06238
14360	F	PA	19115
14361	F	CT	06111
14362	F	NY	11730
14363	F	PA	15601
14364	M	MA	01201
14365	F	NJ	07656
14366	F	PA	19067
14367	M	NJ	08054
14368	M	NY	11214
14369	M	PA	19154
14370	F	NY	10014
14371	F	NJ	08057
14372	F	NJ	07206
14373	F	NY	14304
14374	F	NJ	07620
14375	F	PA	15209
14376	M	NY	11214
14377	M	MD	21215
14378	F	NJ	07701
14379	F	PA	19095
14380	M	MD	21204
14381	M	MA	01915
14382	F	NY	10917
14383	F	NY	11554
14384	M	NJ	07922
14385	F	NJ	08046
14386	F	NJ	07066
14387	F	NJ	07030
14388	M	NY	10014
14389	F	NY	11374
14390	M	NJ	07054
14391	M	NJ	07036
14392	M	MA	02151
14393	F	PA	17061
14394	F	PA	19460
14395	F	PA	15767
14396	F	MD	21122
14397	M	NY	10003
14398	F	NY	10576
14399	M	NJ	07016
14400	F	NJ	07950
14401	M	NJ	07003
14402	M	NY	11764
14403	M	CT	06111
14404	F	PA	19136
14405	M	NY	11367
14406	M	MA	01930
14407	F	NY	10012
14408	F	NY	14610
14409	F	CT	06010
14410	F	NJ	07054
14411	F	NY	12590
14412	M	PA	19076
14413	F	NJ	07716
14414	F	CT	06410
14415	F	NY	11570
14416	F	NJ	07047
14417	F	NJ	08021
14418	F	NY	11234
14419	M	NY	11740
14420	M	NY	14534
14421	M	PA	19143
14422	M	NY	11201
14423	F	MA	02360
14424	F	PA	19406
14425	M	NJ	07876
14426	M	NJ	07046
14427	F	DC	20024
14428	F	MD	21042
14429	F	NY	11385
14430	M	MD	21212
14431	M	MD	20707
14432	F	PA	15131
14433	F	NY	11354
14434	F	NY	13081
14435	M	NY	11357
14436	F	NY	10017
14437	F	MA	01845
14438	M	PA	16226
14439	F	PA	18015
14440	M	NJ	07470
14441	F	NY	12418
14442	M	CT	06611
14443	F	CT	06226
14444	F	MA	02152
14445	F	CT	06066
14446	F	PA	19063
14447	M	PA	19063
14448	F	NJ	07405
14449	F	PA	18974
14450	F	NY	10312
14451	M	PA	19436
14452	F	NY	10017
14453	F	NY	13850
14454	F	PA	15237
14455	F	NH	03801
14456	F	PA	17268
14457	F	NJ	08401
14458	M	NJ	08733
14459	F	DC	20317
14460	F	RI	02917
14461	M	NY	10021
14462	F	NJ	07045
14463	F	NY	11354
14464	M	PA	19020
14465	F	MA	01027
14466	F	NY	10028
14467	F	NY	11510
14468	F	NJ	07470
14469	F	DC	20010
14470	F	NJ	08096
14471	M	PA	19064
14472	F	NY	10530
14473	F	MD	21042
14474	F	NY	11219
14475	M	NY	11725
14476	F	PA	17579
14477	F	NY	10023
14478	F	CT	06095
14479	M	PA	19090
14480	F	NJ	08109
14481	M	NH	03060
14482	F	NY	12550
14483	M	NY	11801
14484	F	NY	10452
14485	F	NY	11224
14486	F	MD	20794
14487	F	NJ	07675
14488	F	NY	14221
14489	M	NJ	08033
14490	F	NY	11803
14491	M	MA	02723
14492	F	CT	06092
14493	F	NJ	07078
14494	M	NY	11542
14495	F	NJ	07078
14496	F	MA	02330
14497	M	NJ	08840
14498	F	PA	16743
14499	F	MD	20912
14500	F	MD	20720
14501	F	CT	06071
14502	F	PA	19046
14503	F	NJ	08360
14504	F	CT	06801
14505	F	NJ	07070
14506	F	NJ	07604
14507	F	MA	02168
14508	F	NY	11228
14509	F	PA	17356
14510	F	NY	11040
14511	F	NY	11234
14512	F	NJ	08807
14513	F	NJ	07630
14514	F	MD	21221
14515	M	NY	11230
14516	M	MA	02116
14517	F	NY	10566
14518	F	NY	14220
14519	M	NY	10009
14520	F	NY	14559
14521	M	MA	01503
14522	F	NJ	07825
14523	F	MD	21214
14524	F	PA	16801
14525	M	PA	17201
14526	F	PA	15024
14527	F	NJ	08610
14528	M	NY	13827
14529	M	NY	14485
14530	F	ME	04563
14531	M	PA	18049
14532	F	NY	10303
14533	F	NY	10705
14534	F	NJ	07017
14535	M	CT	06437
14536	F	NY	12572
14537	F	MA	02021
14538	M	MA	02155
14539	F	MD	21227
14540	F	DE	19701
14541	F	NJ	07748
14542	M	NY	10528
14543	F	NY	11357
14544	M	NY	10598
14545	F	NY	10010
14546	M	NY	11566
14547	F	NJ	08512
14548	M	PA	19003
14549	M	MD	21234
14550	F	NY	10605
14551	F	PA	15213
14552	M	MD	20902
14553	F	MA	02648
14554	F	NJ	07407
14555	F	NJ	08869
14556	M	MD	21013
14557	F	NJ	07041
14558	F	NY	11277
14559	F	NJ	07075
14560	F	MA	02154
14561	M	PA	19056
14562	F	MD	21215
14563	F	NY	11570
14564	F	NJ	08021
14565	M	NJ	07410
14566	F	NY	11218
14567	F	NJ	07828
14568	F	PA	19512
14569	F	PA	19115
14570	F	NJ	07043
14571	F	NY	10918
14572	F	NY	11228
14573	F	NJ	08817
14574	F	NJ	07922
14575	F	PA	18042
14576	F	NY	14543
14577	F	NY	13413
